case_id;year;month;day;country_id;iso3;country_name;region;city/village;location;location_latitude;location_longitude;location_accuracy;incident_type;perpetrator_type;organizational_affiliation;organizational_affiliation_2;loneactor_id;target_group;grouped_target_group;target_group_2;grouped_target_group_2;weapon_type;grouped_weapon_type;weapon_type_2;grouped_weapon_type_2;weapon_description;fatal;n_killed;n_wounded;description;plot_type;plot_targeting;plot_operational_planning
2022-2-7-a;2022;2;7;6;DEU;Germany;Baden-Württemberg;Efringen-Kirchen;m;47.66393499117754;7.553987312714516;2;2;6;Reichsbürgerbewegung;;478;301;State institutions;;;801;Other;;;Car;0;0;1;A 61-year-old man affiliated with the Reichsbürger movement is amongst other things charged with attempted murder after fleeing several failed police traffic stops and finally deliberately hitting a police officer with his car. The police officer was thrown onto the hood of the moving car and then onto the road, and as a result, he suffered serious head injuries and is now unfit to work. In the evening of the attack, police officers were pursuing a white Mercedes, as the drunk driver already had avoided a police check and then parked in a forest area for about an hour. When the perpetrator wanted to take a detour back to his home, he was caught up with by the officers, who exited their police vehicle and ran towards the perpetrator. However, the situation escalated, and despite the police firing shots at the perpetrator, he turned his car around and hit one of the police officers. After the victim came to lie on his stomach on the bonnet, the perpetrator accelerated again, and steered his car to the side in such a way that the officer fell onto the street and suffered a brain hemorrhage. As part of the Reichbürger movement, the perpetrator denies the existence of the Federal Republic of Germany and does not recognize the sovereign powers of its political and civil representatives. A political motive and the deliberate targeting of the police officer is thus suspected. The trial is ongoing (last updated March 2023).;;;
2022-2-7-b;2022;2;7;10;ITA;Italy;Veneto;Verona;Veronetta;45.4469115147169;11.005389253439994;1;2;2;CasaPound;;;205;Political opponents;;;600;Beating/kicking;;;Beating/kicking;0;0;1;A 50-year-old man, who intervened to stop three men affiliated with CasaPound/Blocco Studentesco from beating a woman, was beaten. The victim was walking in a residential neighbourhood, when he saw the woman, a resident of the neighbourhood, trying to remove some posters by CasaPound. The perpetrators approached and verbally abused the woman. The victim intervened. One of the perpetrators hit him, making him fall to the ground. He suffered from a broken nose and multiple bruises.;;;
2022-2-8;2022;2;8;6;DEU;Germany;Thüringen;Mühlhausen;Thüringentherme;51.20553910697204;10.456150298834462;1;2;6;;;479;102;Ethnic/religious minorities;;;600;Beating/kicking;;;Beating/kicking;0;0;1;A 71-year-old man attacked an 8-year-old Iraqi child in the changing rooms of a swimming pool. The perpetrator first shouted xenophobic insults to the victim. He then pushed him and kicked him. The severity threshold of this case is lowered due to the targeting of children.;;;
2022-2-9;2022;2;9;18;GBR;United Kingdom;England;Billericay;m;51.627910463093365;0.42282111480077783;2;2;6;;;494;205;Political opponents;;;504;Blunt instruments;;;Bottle ;0;0;1;A man was left with a four-inch cut in his back after defending his friend from racial slurs by a drunk 34-year-old perpetrator. The victim was with a friend of Chinese origin when the friend experienced the racist comments. The victim told the perpetrator to leave them alone, triggering the perpetrator to become aggressive and to throw a bottle at the victim, who suffered a laceration. The perpetrator also threatened to kill the victim. The victim had to have 12 stitches in the hospital. The court heard that the perpetrator “is someone who indulges in binge drinking”. The perpetrator was later sentenced to jail for one year and two months.  ;;;
2022-2-12;2022;2;12;6;DEU;Germany;Hessen;Limburg an der Lahn;m;50.388571606937965;8.064115475256287;2;2;4;;;;102;Ethnic/religious minorities;;;600;Beating/kicking;803;Other;Beating/kicking, pepper spray;0;0;1;A 26-year-old man was racially abused, beaten and pepper sprayed by a group of five men. After the perpetrator fled, the victim managed to get ahold of a nearby police patrol. While emergency services called an ambulance and provided first aid, another man approached and continued racially insulting the injured victim.;;;
2022-2-13;2022;2;13;6;DEU;Germany;Sachsen;Dresden;Laubegast;51.025777531681825;13.831817508665601;1;2;8;;;;202;Political opponents;;;600;Beating/kicking;599;Blunt instruments;Beating/kicking, unspecified blunt instruments;0;0;2;Two journalists were attacked by Neo-Nazis during an illegal protest against COVID-19 measures on the commemoration day of the Bombing of Dresden. The journalists had wanted to take pictures of the perpetrators, but were followed for hundreds of meters and later beaten and kicked with blunt instruments. The victims defended themselves using pepper spray, but were still injured as a result of the attack.;;;
2022-2-23;2022;2;23;5;FRA;France;Bretagne;Rennes;Lycée Victor et Hélène Basch;48.12504661728384;-1.6913108600709836;1;2;8;;;;200;Political opponents;;;600;Beating/kicking;;;Beating/kicking;0;0;1;Three militants of the left-wing party Lutte ouvrière [Workers' Struggle] were attacked by three people, likely linked to the far-right. The victims were distributing flyers in front of a school for the party's presidential candidate Nathalie Arthaud, when one of the perpetrators took a flyer, then left. He then returned with the other perpetrators in a car, and shouting to the victims that they were with Zemmour [a far right presidential candidate], that they wanted to purify France, and that they did not want Nathalie Arthaud there. The perpetrators thereafter attempted to steal the flyers, and punched one of the victims in the face. The victim was hospitalised with a broken cheekbone. The perpetrators fled.;;;
2022-2-27;2022;2;27;18;GBR;United Kingdom;England;Rochdale;Packer Street;53.61608956309252;-2.157922967410279;1;2;6;;;481;102;Ethnic/religious minorities;;;600;Beating/kicking;;;Beating/kicking;0;0;1;A man was found unconscious and in critical condition, and subsequently suffered life changing injuries, after being subjected to a racially aggravated assault. The perpetrator had just been kicked out of a nightclub when he was seen on CCTV marching towards the victim before striking him so he fell backwards. The perpetrator had begun taking of his belt as if readying for a fight with the knocked out victim when police arrived. Once in the back of the police van he made a variety of racist statements including: “P**** went down like a sack of black s***” and “Yo little n**** go to sleep, hope he dies”. The perpetrator was later sentenced to jail for three years and four months. ;;;
2022-3-4;2022;3;4;6;DEU;Germany;Berlin;Berlin;Steglitz-Zehlendorf;52.42955764641517;13.193798127353046;1;1;6;;;501;102;Ethnic/religious minorities;;;200;Arson/firebomb;;;Arson;0;0;0;A 40-year-old woman was arrested for attempted arson on a 39-year-old neighbour and his family of Syrian-Tunisian-German origin's house. The victim called the fire brigade at 4 AM after discovering the fire on the terrace, which had damaged doors and windows. The perpetrator had racially insulted the family multiple times before.;;;
2022-3-5;2022;3;5;10;ITA;Italy;Toscana;Altopascio;m;43.81376492409202;10.674484107831026;2;2;5;;;;102;Ethnic/religious minorities;;;600;Beating/kicking;400;Knives/bladed weapons and sharp objects;Beating/kicking, knife;0;0;2;A Romanian couple, a 42-year-old man and a 38-year-old woman, was attacked by two Italian men, a 35-year-old and a 23-year-old. The victims were sitting at a bar with some friends when the perpetrators entered. They started insulting the victims due to their ethnic origin. They then beat the male victim up, threw him on the ground, and continued to punch and kick him. Then, they got a knife out and injured the female victim on her hand. Both victims were hospitalised.;;;
2022-3-10;2022;3;10;6;DEU;Germany;Sachsen;Chemnitz;m;50.835043130220015;12.923054950539736;1;2;4;;;;200;Political opponents;;;600;Beating/kicking;;;Beating/kicking;0;0;1;"The 47-year-old General Director of the Chemnitz Art Collections was beaten up and injured by a group of young neo-Nazis aged between 15 and 20. The victim confronted the perpetrators, who were performing Nazi salutes and shouting ""Sieg Heil"", and was subsequently beaten and kicked.";;;
2022-3-25-b;2022;3;25;10;ITA;Italy;Lombardia;Bergamo;Via Spaventa;45.69207250252874;9.667119937047417;1;2;2;CasaPound;;;102;Ethnic/religious minorities;;;600;Beating/kicking;;;Beating/kicking;0;0;1;A Senegalese man was brutally beaten up by two CasaPound militants. One of the perpetrators was holding the victim still, while the other one beat him up. The victim was left bloodied on the ground. The beating took place near a well-known neo-fascist bar. Motive not explicitly stated, but sufficiently evident to be included.;;;
2022-3-25-a;2022;3;25;18;GBR;United Kingdom;England;Basingstoke;Brighton Hill;51.24529631937539;-1.1130772423292439;1;2;4;;;;102;Ethnic/religious minorities;;;500;Blunt instruments;600;Beating/kicking;Walking stick and beating/kicking;0;0;1;A 33-year-old man was subject to a racially aggravated assault by three boys, aged 16 or 17, while he was out running. The victim was approached by one of the perpetrators riding an e-scooter who slapped him in the face while passing. The victim chased after the three perpetrators who were all riding e-scooters. When he caught up with them, all three attacked the victim, punching him repeatedly and hitting him with what has been described as a walking stick or something similar. During the assault one of the teenagers shouted racial abuse at the victim. The victim suffered bruising to his head, legs, arms and shoulders. ;;;
